,rating,single_review
455,1.0, The only good thing is that they are truly wireless
456,1.0, I dont like how they fit in my ears
457,1.0, Only one AirPod work while watching YouTube videos
458,1.0, I can actually max out my volume and desire to turn it up louder but it wont get any louder
459,1.0, The base is so faint practically non existent
460,1.0, Ive been bamboozled
461,1.0, This price is Apple high but the quality is not good
462,1.0, I fell for the hype
463,1.0, After I use these further I will come back and update my review but as of right now I can say they are more hype than good and definitely not worth the price
464,1.0,Disappointed
465,1.0, I wanted to love these AirPods
466,1.0, The sound is perfect
467,1.0, Zero complaints with the sound quality
468,1.0," However, these really hurt"
469,1.0, They should not cause you pain
470,1.0," When I say hurt, it is truly painful"
471,1.0, This is not a mild discomfort
472,1.0," I tried to ignore it the first day, but after a few tries it is miserable"
473,1.0," I tried barely placing them in my ear and adjusting it, it relieved some of the pain pressure but it still hurt"
474,1.0, They keep falling out too
475,1.0," So if you adjust it to barely go into your ear, hopefully you are not moving around and working out because these will fall out repeatedly disrupting your workout"
476,1.0, I am so surprised at how badly these AirPods have turned out to be
477,1.0, They are expensive
478,1.0," If I had known, I never would have spent this much money"
479,1.0, I saw others using them and just thought they would be great
480,1.0, THEY CAUSE PAIN AND FALL OUT REPEATEDLY
481,1.0, You would think that someone could design something better
482,1.0, I need to find something better
483,1.0, No sound is worth all of this suffering
484,1.0, My ears and head hurt hours after I remove these
485,1.0," Yes, it causes headaches"
486,1.0," It’s so sad, because they have terrific sound and they look cool too"
487,1.0, This is a BIG disappointment
488,1.0, My advice: Do NOT waste your money
489,4.0,I have always hate Apple earphones since they used to be inferior sound quality and and not comfortable to wear
490,4.0," However, they changed all these stereotypes when they released Earpuds and then followed Onkyo, they offered TWS airpods"
491,4.0," Good sound quality considering its price, CHEAP"
492,4.0, Highly competitive product
493,4.0,As a tech enthuast
494,4.0," I have purcahsed quite a lot of all different earphones, the TWS type"
495,4.0, I used to hate all wireless earphone but now they seems improved quite a lot
496,4.0," I have Sony WF-1000XM3, Master Dynamic MW07, countless all different Chinese brands model (One did impressed me but it did not last longer than 3 months and dead) plus 3 pairs of this Apple AirPods"
497,4.0, As well as some Senn and Bose products
498,4.0," Thus, I think I am 100% qualified to say something related to a product"
499,4.0,Pro:
500,4.0,1
501,4.0," Very easy to use, swip, double click and you have full control"
502,4.0, Very little learning cost
503,4.0, The easist one to use by far
504,4.0,2
505,4.0, Good sound quality
506,4.0," Apple used high efficiency code to encode and decode bluetooth signal, AAC"
507,4.0, It performs just like a pair of wired earphone
508,4.0, I think they can compete with Senn CX300II or so
509,4.0, Great
510,4.0,3
511,4.0," Tiny case, premium look and just right material used"
512,4.0,Con:
513,4.0,1
514,4.0, You would be very very easy to left it somewhere
515,4.0," As I said, I have purchased 3 times of this exact same product from Amazon"
516,4.0, Why
517,4.0," I lost it earlier last year, bought again in Black Friday and left somewhere a while befoe, it did not last more than a month"
518,4.0, And now I am getting my latest 3rd pair
519,4.0, What a funny thing to mention
520,4.0, Apple should consider to provide insurance to this product
521,4.0, lol
522,4.0,2
523,4.0, Poor noise cancellation function
524,4.0, I know it is only a passive NC earphone but Senn CX can do far better job than it
525,4.0, It just make no sense why Apple cannot improve it
526,4.0, Particualrly when I am also using a Sony ANC earphone
527,4.0, Hell and heaven difference
528,4.0,3
529,4.0, Short battery life
530,4.0, neither of the charging case or the earphone itself
531,4.0," They claims 4hours battery life but in real situation, you get up to 3hours which is far from enough"
532,4.0," For music enthuast, you should consider to have at least 2 pairs of them, then you can switch when you have to charge"
533,4.0,"PLUS, Comparing all my other earphones"
534,4.0," I think Apple is more like a good compromise combination, it excelled in some aspects like sound quality, signal but not that good in noise cancellation, or feel of this case(I prefer MW07 case much more than a plain plastic case made by Apple)"
535,4.0," But, for 139bucks, you really have an awesome deal"
536,4.0,"In a word, I recommend this product"
537,1.0,I would highly discourage you from buying these air pods
538,1.0, I do not believe they are genuine Apple Air Pods
539,1.0, I could not get them to connect to anything
540,1.0," Not my iPhone, not my MacBook, nothing"
541,1.0, I tried for two day to try connecting and no results what so ever
542,5.0,These earbuds have been fantastic so far
543,5.0," People criticize the price, but I’m sorry, there is a reason for it"
544,5.0," I never tried the previous version, but these ones connect to my iPhone, iPad, and bluetooth transceiver almost instantly"
545,5.0, They are very comfortable and stay in my ears with no issues
546,5.0," I’ve tried cheaper bluetooth earbuds, in the 50$ range, and the difference was night and day"
547,5.0, I would pay the extra 100$ on these every day for the increase of build quality and performance
548,5.0,There seems to be a lot of confusion about how the seller is offering these for this price and whether or not these are first generation or second generation
549,5.0, I believe I can help to quickly/easily clear up some of the confusion
550,5.0, These are indeed genuine Apple products
551,5.0," They arrived sealed in the box, they appear to be in brand new condition, the serial numbers match/check out, and I am pleased with what I received for the price"
552,5.0," That said, these are in fact second generation (newest version of this older style) EARBUDS"
553,5.0," but the CASE is in fact the *first generation*, or, the older version of this style of earbuds"
554,5.0," That means no light on the front of the case, and no wireless charging"
555,5.0," I do not wirelessly charge my earbuds, I use a cord so it does not bother me"
556,5.0, This does come with the Apple lightning cable to charge them
557,5.0," All of these things aside, the ad itself claims that the case itself is a 2nd generation as well, which is a straight up lie"
558,5.0," So for this reason, I had initially left a 3 out of 5 star review, until I was at Costco today (2/2/2020) and saw the *exact* same thing"
559,5.0," gen 2 AirPods, sold as gen 2 AirPods, in a gen 1 case"
560,5.0,"no light, no wireless charging, comes with a charging cord, for the exact same price"
561,5.0, hell maybe this seller *is* Costco
562,5.0," either way, I changed my review to 5 stars so I could sleep at night"
563,5.0, Thanks seller
564,1.0,These are not the newest version 😡
565,1.0,AirPod 2
566,1.0,0 are the “latest model”
